PID,Year,DOI,Keywords,Numbers
281705,2009,10.1109/RIVF.2009.5174664,Network visualization;self-organizing network;multi-layer;multi-dimensional;time-varying;geospatial;large scale data;geovisual analytics,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
281724,2010,10.1057/ivs.2009.30,evaluation;2D and 3D representation;time geography;time cube;time diary data,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
297936,2010,10.1109/ICPR.2010.894,Biomedical MRI;Medical image processing;Real-time systems,"['276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '295', '2324', '276', '1751', '276', '3801', '276', '296', '2347', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751']"
355313,2010,10.1109/IV.2010.33,Evaluation;Experimental research;Information visualization,"['276', '296', '6850', '276', '1751']"
355327,2010,,,"['276', '296', '6850', '276', '1751']"
724721,2010,10.3233/978-1-60750-588-4-639,3D visualization;Forensic medicine;Human engineering;Postmortem imaging;Radiology;Task performance and analysis;Tomography;Virtual autopsy;X-ray computed,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '3801', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '3801', '276', '323', '2290', '276', '1800', '276', '3801', '4200', '7263', '7270']"
355309,2010,10.1145/1842993.1843029,Heuristic Evaluation;Heuristics;Information Visualization,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
401189,2010,10.1145/1868914.1868922,analysis of precedents;genre analysis;competitive analysis;interaction design,"['276', '281', '2165', '276', '1751', '276', '296', '6850', '276', '1751', '276', '281', '2165', '276', '1751']"
338116,2010,,Event-based data;activity diary data;event sequences;similarity metrics;clustering;interactive exploration,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
351810,2010,10.1002/bmb.20436,Visual literacy;developing interpretation and visualization skills;assessment;external representations;meaningful learning,"['276', '296', '6850', '276', '1751']"
331859,2010,10.2312/VG/VG10/053-060,fMRI;Direct volume rendering;Local ambient occlusion;Real-time;Biofeedback,"['276', '296', '6850', '276', '1751', '276', '3801', '276', '295', '2324', '276', '1751', '276', '286', '2302', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '286', '2302', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '3801']"
211112,2010,10.1007/s10763-009-9171-1,Life science education;Multimodal learning;Phenomenography;Variation theory;Visualization;Water transport,"['276', '308', '276', '1810', '276', '296', '2347', '276', '1751']"
277276,2010,10.1109/VR.2010.5444788,H.5.2 [Information Systems];User Interfaces;I.3 [Computing Methodologies];Computer Graphics,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
359311,2010,,Air Traffic Control;Education;3D,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
275794,2010,10.1187/cbe.08-09-0055,Biochemistry;Molecular Biology;Visualization;Complex learning;Abstraction;Multidisciplinary;Reasoning difficulties,"['276', '296', '2347', '276', '1751', '276', '297', '298', '276', '1750']"
284708,2010,10.1088/0031-8949/81/01/015502,filamentation instability;magnetic field generation,"['276', '296', '2347', '276', '1751']"
329085,2010,10.1145/1816041.1816099,Image databases;image indexing;emotions,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
398928,2010,,,"['276', '296', '6850', '276', '1751']"
347776,2010,10.1111/j.1467-8659.2009.01685.x,Methodology and Techniques—Graphics data structures and data types,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
355296,2010,10.1109/IV.2010.32,Climate visualization;Evaluation;Information visualization,"['276', '296', '6850', '276', '1751', '276', '297', '2333', '276', '297', '298', '276', '1750', '276', '297', '2333', '276', '297', '298', '276', '1750']"
820165,2010,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '872902']"
338152,2010,,Event-based data;activity diary data;event-sequences;interactive exploration;sequence identification;visual data mining,"['276', '296', '2347', '276', '1751']"
292159,2010,,electric fields;electrostatic forces;molecules;haptic virtual model,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
617256,2010,10.1007/978-3-642-03442-8_26,,"['276', '296', '6850', '276', '1751']"
330557,2010,,,"['276', '281', '276', '1751', '276', '296', '6850', '276', '1751']"
280786,2010,,Help-words;Communication;Molecular life science,"['276', '308', '276', '1810', '276', '317', '276', '1750', '276', '296', '2347', '276', '1810', '276', '308']"
400088,2010,10.1007/978-3-642-11840-1_14,,"['276', '296', '6850', '276', '1751']"
416915,2010,,Optical Dot Gain;Physical Dot Gain;Micro - Scal e Images;Transmittance;Reflectance,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
303563,2010,10.1063/1.3357336,,"['276', '296', '2347', '276', '1751']"
793066,2010,,,"['276', '296', '6850', '276', '1751']"
355352,2010,,,"['276', '296', '6850', '276', '1751']"
623417,2010,,GPU-based volume rendering;visual programming;data flow networks,"['276', '296', '6850']"
374329,2010,10.1109/ITW.2010.5593342,behavior networks;time-discounting;artificial intelligence;emotions,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
346064,2010,,Visualization;Chemical polarity;Visual tools;Molecular representations;Web-based data collection;Teaching and learning;Chemical education,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
346071,2010,10.1109/ICPR.2010.1086,Color vision;Iwasawa decomposition;Manifold;Symmetric positive-definite matrix,"['276', '296', '6850', '276', '1751']"
328543,2010,10.1142/S0218271810016737,Shocks; gamma-ray bursts; simulations,"['276', '296', '2347', '276', '1751']"
374314,2010,10.1007/978-3-642-16958-8_32,artificial intelligence;pathfinding;visibility;covert,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
398924,2010,,,"['276', '296', '6850', '276', '1751']"
321233,2010,10.1109/TVCG.2009.45,Local illumination;volumetric ambient occlusion;volume rendering;medical visualization;emissive tissues;shading;shadowing,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
820171,2010,10.1109/TVCG.2009.45,Emissive tissues;Local illumination;Medical visualization;Shading;Shadowing;Volume rendering;Volumetric ambient occlusion,"['276', '296', '6850', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
372511,2010,10.1051/0004-6361/201015294,plasma simulation;shock;particle acceleration,"['276', '296', '6850', '276', '1751']"
329227,2010,,,"['276', '296', '2347', '276', '1751']"
279741,2010,,Visualization;Haptics;Molecular life science;Methodology;Science education;Embodied learning;Cognitive load,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
373976,2010,,Color print reproduction;Optical dot gain;Yule-Nielsen effect,"['276', '296', '6850', '276', '1751']"
383108,2010,10.1063/1.3514586,instability;relativistic beam,"['276', '296', '6850', '276', '1751']"
355986,2010,10.1109/TPS.2010.2063442,PIC simulation;plasma shock;gamma-ray-bursts,"['276', '296', '6850', '276', '1751']"
346058,2010,10.1109/ICPR.2010.66,ringing filters;Gabor;non-ring filters;edge detection;filter design,"['276', '296', '6850', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801']"
284735,2010,10.1063/1.3286438,laser plasma;plasma structures,"['276', '296', '2347', '276', '1751']"
398929,2010,,,"['276', '296', '6850', '276', '1751']"
650690,2010,,Head-mounted display;Calibration;Direct linear transform;Robustness,"['276', '296', '6850', '276', '1751', '276', '296', '2347', '276', '295', '2324', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '2347', '276', '296', '6850', '276', '1751', '276', '296', '2347', '276', '295', '2324', '276', '1751', '276', '295', '2324', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '2347']"
356619,2010,,Head-mounted display;Calibration;Direct linear transform;Robustness,"['276', '296', '6850', '276', '1751', '276', '295', '2324', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '295', '2324', '276', '1751', '276', '295', '2324', '276', '1751', '276', '296', '6850', '276', '1751']"
329228,2010,,,"['276', '296', '2347', '276', '1751']"
289248,2010,10.1051/0004-6361/200912643,shock;magnetic field;particle acceleration,"['276', '296', '2347', '276', '1751']"
351527,2010,10.1109/ISCCSP.2010.5463365,,"['276', '296', '6850', '276', '1751']"
316228,2010,10.1109/TASL.2009.2038822,Digital waveguides;guitar;harmonics;players touch;pluck models;physical models;popping and slapping;scattering;sound synthesis;string,"['276', '296', '6850', '276', '1751']"
329316,2010,10.1017/S0263034610000170,Filamentation;Inertial confinement fusion;Non-linear plasma phenomena;Plasma expansion;Proton radiography,"['276', '296', '2347', '276', '1751']"
820184,2010,10.2312/VG/VG10/029-036,,"['276', '296', '6850', '276', '872902']"
359138,2010,,,"['276', '1751', '276', '296', '6850']"
372513,2010,10.5194/angeo-28-2127-2010,beam instabilities,"['276', '296', '6850', '276', '1751']"
284720,2010,10.1017/S0022377809008101,magnetic field generation;instability,"['276', '296', '2347', '276', '1751']"
344753,2010,10.1063/1.3469762,laser plasma;PIC simulation;collisionless shock;plasma density;plasma shock waves;plasma simulation,"['276', '296', '2347', '276', '1751']"
287572,2010,10.1088/0741-3335/52/2/025001,laser plasma;shock;electrostatic,"['276', '296', '2347', '276', '1751']"
374220,2010,10.1109/TVCG.2010.195,Direct Volume Rendering;Transfer Function;Spatial Conditioning;Neighborhood Meta-Data,"['276', '296', '6850', '276', '1751', '276', '3801', '276', '323', '2290', '276', '1800', '4200', '7263', '7270', '276', '296', '6850', '276', '1751']"
617968,2010,10.1109/PCSPA.2010.87,MFCC;OLLO corpus;ZCPA;delta-delta-MFCC,"['276', '296', '6850', '276', '1751']"
535780,2010,,,"['276', '296', '6850', '276', '1751']"
354598,2010,,Conceptual understanding;visualizations;scientific terms;molecular biology education,"['276', '308', '276', '1810', '276', '1750', '276', '317', '2342', '276', '296', '2347', '276', '1810', '276', '308', '276', '1810']"
280789,2010,,,"['276', '308', '276', '1810', '276', '308', '276', '1810', '276', '296', '2347', '276', '1751']"
617258,2010,10.1109/IV.2010.51,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
820160,2010,,,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
317063,2010,10.1088/1367-2630/12/4/045006,laser plasma;proton radiography method,"['276', '296', '2347', '276', '1751']"
375357,2010,,Gloss;Surface Properties;Print Quality;Reproduction,"['276', '296', '6850', '276', '1751']"
323563,2010,10.1016/j.ssci.2010.04.001,Accident;Investigation;Incident;Survey,"['276', '296', '6850', '276', '1751']"
373125,2010,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
342959,2010,,Torchlight;Pose estimation;Active illumination;Plane estimation;Ellipses,"['276', '295', '2315', '276', '1751', '276', '295', '2315', '276', '1751', '276', '296', '6850', '276', '1751', '276', '295', '2324', '276', '1751']"
358053,2010,10.1109/ICPR.2010.83,Torchlight;Pose estimation;Active illumination;Plane estimation;Ellipses,"['276', '295', '2315', '276', '1751', '276', '295', '2315', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '295', '2324', '276', '1751']"
351561,2010,,Haptics;Educational Research;Biomolecular Education;Life Science;JND;Just Noticeable Difference;Protein-ligand Docking;Haptic docking;Visualization;Haptic Transfer Functions;Volume Data Haptics;History Dependent Transfer Function;Log file analysis;Molecular Recognition;Force Feedback;Virtual Reality,"['276', '296', '6850', '276', '1751']"
359359,2010,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
375837,2010,,,"['276', '296', '6850', '276', '1751']"
455278,2010,,,"['276', '297', '2333', '276', '297', '298', '276', '1750', '276', '297', '2333', '276', '297', '298', '276', '1750', '276', '297', '2333', '276', '297', '298', '276', '1750', '276', '296', '6850', '276', '1751']"
374210,2010,10.1021/ed100417c,visualization;chemistry education;electrostatic potential;polarity,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
373750,2010,,,"['276', '297', '301', '276', '1750', '276', '296', '6850', '276', '1751']"
409122,2010,,,"['276', '296', '6850', '276', '1751']"
458788,2011,,Font Recognition;Font Retrieval;Eigenimages;Vision Application,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
516993,2011,,Paper;Surface;3D;Shape;Gloss,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
536292,2011,10.1007/978-3-642-21793-7_21,Computer science;Software engineering;Computer system performance;Database management;Data mining;Information Systems;Management of Computing and Information Systems;Special Purpose and Application-Based Systems;e-Commerce/e-business;Data Mining and Knowledge Discovery;System Performance and Evaluation,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
442133,2011,10.1109/IV.2011.92,Categorical Data;Quantitative Evaluation;Usability Studies;Parallel Sets;Quantification,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
503455,2011,,BRDF;material measurement;material modeling;BRDF visualization,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
480431,2011,10.1117/12.872250,web-enabled visualization toolkit;geovisual analytics;storytelling;layered component architecture;multiple-linked views,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
532090,2011,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
456340,2011,,Accuracy;Single Point Active Alignment Method;Visual Alignment;Calibration;Augmented Reality,"['276', '296', '6850', '276', '1751', '276', '295', '2324', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
451827,2011,10.1007/s11771-011-0877-1,perceptual filter banks;bark scale;speaker independent speech recognition systems;zero-crossing peak amplitude;genetic algorithm,"['276', '1751', '276', '296', '6850']"
437421,2011,10.1007/978-3-642-22950-3_1,Computer science;Information systems.;Multimedia systems;Optical pattern recognition;User Interfaces and Human Computer Interaction;Media Design;Multimedia Information Systems;Multimedia Information Systems;Computers and Society;Pattern Recognition,"['276', '296', '6850', '276', '1751']"
505978,2011,,,"['276', '296', '6850', '276', '1751']"
398931,2011,10.4018/978-1-60960-567-4.ch002,Video games industry;Video games  -- Design;Video games  -- Social aspects,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
445884,2011,,Information visualization;data mining;high dimensional data;categorical data;mixed data,"['276', '296', '6850', '276', '1751']"
416932,2011,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
544542,2011,10.1007/978-3-642-22950-3_3,perception;stiffness;JND;exploratory procedures;haptics,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
405694,2011,10.1016/j.patrec.2010.08.010,distance transform;level set,"['276', '296', '6850', '276', '1751']"
455431,2011,10.3384/ecp110571031,electricity use; everyday activity sequence; visualization; activity pattern; load curve,"['276', '297', '301', '276', '1750', '276', '296', '6850', '276', '1751']"
416930,2011,10.1117/12.871628,Color Difference;Color Prediction;Dot Gain,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
446951,2011,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
438732,2011,10.2352/J.ImagingSci.Technol.2011.55.4.040501,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
525887,2011,10.2312/PE/EuroVAST/EuroVA11/001-004,,"['276', '3801', '276', '296', '6850', '276', '1751', '276', '3801', '276', '323', '2290', '276', '1800', '4200', '7263', '7270']"
410187,2011,10.1002/col.20604,color emotion;color image retrieval;color perception,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
392872,2011,,,"['276', '296', '6850', '276', '1751']"
424137,2011,10.1007/978-3-642-21227-7_25,Non-linear diffusion;color image processing;perceptual image quality,"['276', '295', '8255', '276', '1751', '276', '295', '8255', '276', '1751', '276', '295', '8255', '276', '296', '6850', '276', '1751']"
437408,2011,10.1109/WHC.2011.5945538,H.1.2 [MODELS AND PRINCIPLES]: User/Machine Systems - Human factors I.3.6 [Computer Graphics]: Methodology and Techniques - Interaction techniques;H.5.2 [Information Interfaces and Presentation]: User Interfaces - Haptic I/O;I.3.8 [Computer Graphics]: Applications - Scientific Visualization,"['276', '296', '6850', '276', '1751']"
418366,2011,,,"['276', '296', '6850', '276', '1751', '276', '281', '2170', '276', '1751']"
820183,2011,,,"['276', '296', '6850', '276']"
465607,2011,10.1007/978-3-642-22546-8_20,,"['276', '296', '6850', '276', '1751']"
419507,2011,10.1007/978-3-642-21227-7_21,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
526005,2011,,,"['276', '296', '6850', '276', '1751']"
356433,2011,10.1002/sce.20439,Haptic learning;multimodality;molecular interactions;protein-ligand docking,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
449126,2011,,,"['276', '296', '6850', '276', '1751']"
430166,2011,10.1007/978-3-642-21657-2_17,,"['276', '296', '6850', '276', '1751']"
617264,2011,10.1109/IV.2011.79,Information visualization;exploratory analysis;verification of weather data,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
457359,2011,,,"['276', '1810', '276', '308', '276', '296', '6850', '276', '1751']"
423290,2011,10.1016/j.compedu.2011.05.013,Interactive learning environments; multimedia systems; pedagogical issues; post-secondary education; virtual reality,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
1299338,2011,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
430420,2011,10.1103/PhysRevLett.107.025003,simulation;shock;electrostatic wave,"['276', '296', '6850', '276', '1751']"
503392,2011,,Three-Dimensional Graphics and Realism--Color;shading;shadowing;and texture,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
456241,2011,10.1109/TVCG.2011.211,Interactive volume rendering;GPU-based ray-casting;Advanced illumination.,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
617988,2011,,flow mapping;spatio-temporal data;multivariate;web-enable visualization;geovisual analytics;,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
480460,2011,10.1016/j.sbspro.2011.07.029,flow mapping;spatio-temporal data;multivariate;web-enable visualization;geovisual analytics;,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
505130,2011,,,"['276', '296', '6850', '276', '296', '6850']"
505142,2011,10.1109/IV.2011.100,Human supervisory control systems;sensemaking;information visualization;power grid visualization;field study,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
461163,2011,,Interkulturell kommunikation,"['276', '296', '6850', '276', '1751']"
416924,2011,10.1117/12.871869,Color ink;Dot gain;Light scattering;Wavelength dependency;PSF,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
416931,2011,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
465608,2011,,,"['276', '296', '6850', '276', '1751']"
820163,2011,,,"['276', '296', '6850', '276', '276', '296', '6850']"
528227,2011,,Color;Halftone;Printing;Modeling;Measurement,"['276', '296', '6850', '276', '1751']"
457511,2011,10.1109/TVCG.2011.224,Medical visualization;multi-touch;tabletop display;treatment planning,"['276', '3801', '276', '296', '276', '1751', '276', '296', '276', '1751', '276', '3801', '276', '323', '2290', '276', '1800', '4200', '7263', '7270', '276', '296', '6850', '276', '1751']"
502963,2011,10.1145/2037826.2037906,High Dynamic Range Video;Image Based Lighting,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
465613,2011,10.1007/s10472-011-9259-5,Event detection – Runtime verification – Temporal logic – Logic programming – Complexity,"['276', '296', '6850', '276', '1751']"
408445,2011,10.1109/VR.2011.5759432,single point active alignment method;camera resectioning;calibration;optical see-through head mounted display;augmented reality,"['276', '296', '6850', '276', '1751', '276', '295', '2324', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
535799,2011,,,"['276', '296', '6850', '276', '1751']"
456346,2011,,,"['276', '296', '6850', '276', '1751']"
233891,2011,10.1093/glycob/cwq129,Affinity;Aleuria aurantia lectin;Monomer;Sitedirected mutagenesis,"['276', '322', '2239', '276', '1800', '276', '282', '2219', '276', '1751', '276', '296', '6850', '276', '1751', '276', '322', '2239', '276', '1800']"
546502,2011,,,"['276', '281', '11107', '276', '1751', '276', '296', '6850', '276', '1751']"
617962,2011,,,"['276', '296', '6850', '276', '1751']"
463658,2011,10.1007/978-3-642-21227-7_54,,"['276', '295', '8255', '276', '1751', '276', '295', '8255', '276', '296', '6850', '276', '1751']"
713619,2011,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
820175,2011,,,"['276', '296', '6850']"
617959,2011,,,"['276', '296', '6850', '276', '1751']"
650756,2011,,Torchlight;Pose estimation;Active illumination;Plane estimation;Ellipses,"['276', '295', '2315', '276', '1751', '276', '295', '2315', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '295', '2324', '276', '1751']"
431084,2011,10.1088/1367-2630/13/7/073023,laser plasmas;pic simulations;electrostatic shock,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
437414,2011,10.1109/CBMS.2011.5999154,,"['276', '296', '6850', '276', '1751']"
505019,2011,,external representation;interactive learning;post-secondary education;learning difficulties;molecular interactions,"['276', '308', '276', '1810', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
442122,2011,10.1109/BioVis.2011.6094057,Dimensionality reduction;information visualization;explorative analysis;microbiomics;bacterial population,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
410562,2011,,,"['276', '308', '276', '1750', '276', '296', '6850', '276', '1751']"
620982,2011,,geovisual analytics education;web-based learning;statistics visualization;statistics database;world databank,"['276', '308', '276', '1750', '276', '296', '6850', '276', '1751']"
618269,2012,,distance fields;level sets;contour rendering;anti-aliasing;GLSL shader,"['276', '296', '6850', '276', '1751']"
481077,2012,10.1177/1473871611425870,web-enabled visualization toolkit;geovisual analytics;storytelling;layered component architecture;multiple-linked views,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
561201,2012,,Artificial intelligence;emotions;decision making;pathfinding,"['276', '296', '6850', '276', '1751']"
544545,2012,,physically-based;deformation;multiresolution;perception;error;analysis,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
563342,2012,10.1007/978-3-642-32796-4_9,Computer science;Multimedia systems;Education;User Interfaces and Human Computer Interaction;Media Design;Multimedia Information Systems;Computers and Society;Models and Principles;Computers and Education,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
576504,2012,,Assessment;Feedback;Collaborative Digital Media Project.,"['276', '296', '6850', '276', '1751']"
585853,2012,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
541189,2012,10.1109/TVCG.2012.203,Direct volume rendering;transfer functions;vessel visualization,"['276', '3801', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '3801', '276', '1751', '276', '296', '6850', '276', '3801', '276', '1751', '276', '323', '2290', '276', '3801', '276', '1800', '276', '3801', '276', '286', '2302', '276', '1751']"
503155,2012,10.1145/2077341.2077350,BRDF;gloss;Rayleigh-Rice;global illumination;Monte Carlo;importance sampling,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
580110,2012,10.1109/TVCG.2012.206,Finite element visualization;GPU-base dray-casting,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
579544,2012,10.1109/ISM.2012.42,Human-computer interaction;universal design;color-weak compensation; discrimination threshold; semantic differential,"['276', '296', '6850', '276', '1751']"
561189,2012,10.1109/CGames.2012.6314584,artificial intelligence;behavior networks;behavior trees;decision making,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
623034,2012,10.2312/VCBM/VCBM12/107-114,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
405088,2012,10.1109/TVCG.2011.35,Volumetric Illumination;Precomputed Radiance Transfer;Volume Rendering,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
531854,2012,10.1080/2151237X.2012.649621,Perlin noise;GLSL;GPU;real time;shading,"['276', '296', '6850', '276', '1751']"
515136,2012,10.1016/j.jcmg.2012.01.003,contrast;doppler;echocardiography;flow;magnetic resonance;vortex,"['276', '323', '2286', '276', '1800', '4200', '7250', '7254', '276', '3801', '276', '296', '6850']"
623513,2012,10.1109/CIG.2012.6374177,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
623379,2012,,,"['276', '296', '6850', '276', '296', '6850']"
563447,2012,,,"['276', '296', '6850', '276', '1751']"
531981,2012,10.2312/EGPGV/EGPGV12/031-040,Volume rendering;caching;GPU;OpenCL;filtering,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
868202,2012,,,"['276', '308', '276', '1810', '276', '296', '6850', '276', '1810']"
623375,2012,10.2312/VCBM/VCBM12/065-072,,"['276', '296', '6850', '276', '1751']"
623358,2012,10.1145/2425836.2425861,direct volume rendering;finite elements;GPU computing;visualisation,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
580109,2012,10.1109/TVCG.2012.232,Volume rendering;photon mapping;global illumination;participating media,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
620978,2012,10.3390/fi4010022,Geovisual Analytics; geovisualization; multiple representations; multimedia learning environment; learning studies; socio-cultural theoretical perspective; empirical methods,"['276', '308', '276', '1750', '276', '296', '6850', '276', '1751']"
820182,2012,,,"['276', '296', '6850', '276', '296', '6850', '276']"
516852,2012,10.1007/s10439-011-0447-6,Computational fluid dynamics;Phase-contrast magnetic resonance imaging;Turbulent kinetic energy;Blood flow,"['276', '323', '2286', '276', '1800', '276', '3801', '276', '323', '2286', '276', '1800', '276', '296', '6850', '276', '3801']"
