PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor,Institute,Numbers,ContainsTargetNumbers
1698801,"Chopin, Nicolas [0000-0002-0628-5815] (CREST);Ducrocq, Gabriel [gabdu45] (Linköpings universitet [276], Tekniska fakulteten [872902]) (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (STIMA)",Fast Compression of MCMC Output,Artikel i tidskrift,Refereegranskat,eng,Entropy,,1099-4300,published,23,8,,1017,1017,2021,,,,MDPI,,,,,https://www.mdpi.com/1099-4300/23/8/1017,,10.3390/e23081017,,,,urn:nbn:se:liu:diva-188805,,,MCMC;Compression;Thinning;SurveySampling,Sannolikhetsteori och statistik (10106),,,,"<p>We propose cube thinning, a novel method for compressing the output of an MCMC (Markov chain Monte Carlo) algorithm when control variates are available. It allows resampling of the initial MCMC sample (according to weights derived from control variates), while imposing equality constraints on the averages of these control variates, using the cube method (an approach that originates from survey sampling). The main advantage of cube thinning is that its complexity does not depend on the size of the compressed sample. This compares favourably to previous methods, such as Stein thinning, the complexity of which is quadratic in that quantity</p>",,,,,,,,,,,,,9/26/2022,9/26/2022,3/28/2023,https://liu.diva-portal.org/smash/get/diva2:1698801/FULLTEXT01.pdf,,2.0,,deprecated,,,,,,False,,,,"CREST, Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], STIMA","['276', '872902', '276', '281', '878151']",True
1342211,"Bjärehed, Marlene [marbj28] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Thornberg, Robert [robth79] [0000-0001-9233-3862] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Wänström, Linda [linwa84] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Gini, Gianluca (Univ Padua, Italy)",Individual Moral Disengagement and Bullying Among Swedish Fifth Graders: The Role of Collective Moral Disengagement and Pro-Bullying Behavior Within Classrooms,Artikel i tidskrift,Refereegranskat,eng,Journal of Interpersonal Violence,0886-2605,1552-6518,published,36,17-18,,NP9576,NP9600,2021,,,,SAGE PUBLICATIONS INC,,,,,,,10.1177/0886260519860889,4.78E+11,31282237.0,,urn:nbn:se:liu:diva-159583,,,school bullying; late childhood; moral disengagement; collective moral disengagement; pro-bullying behavior,Socialt arbete (50402),,,<p>Funding Agencies|Swedish Research Council [D0775301]</p>,"<p>School bullying is a complex social and relational phenomenon with severe consequences for those involved. Most children view bullying as wrong and recognize its harmful consequences; nevertheless, it continues to be a persistent problem within schools. Previous research has shown that childrens engagement in bullying perpetration can be influenced by multiple factors (e.g., different forms of cognitive distortions) and at different ecological levels (e.g., child, peer-group, school, and society). However, the complexity of school bullying warrants further investigation of the interplay between factors, at different levels. Grounded in social cognitive theory, which focuses on both cognitive factors and social processes, this study examined whether childrens bullying perpetration was associated with moral disengagement at the child level and with collective moral disengagement and prevalence of pro-bullying behavior at the classroom level. Cross-level interactions were also tested to examine the effects of classroom-level variables on the association between childrens tendency to morally disengage and bullying perpetration. The studys analyses were based on cross-sectional self-report questionnaire data from 1,577 Swedish fifth-grade children from 105 classrooms (53.5% girls; M-age = 11.3, SD = 0.3). Multilevel modeling techniques were used to analyze the data. The results showed that bullying perpetration was positively associated with moral disengagement at the child level and with collective moral disengagement and pro-bullying behavior at the classroom level. Furthermore, the effect of individual moral disengagement on bullying was stronger for children in classrooms with higher levels of pro-bullying behaviors. These findings further support the argument that both moral processes and behaviors within classrooms, such as collective moral disengagement and pro-bullying behavior, need to be addressed in schools preventive work against bullying.</p>",,,,,,,,,,,,,8/13/2019,8/13/2019,6/2/2023,,,4.0,,deprecated,urn:nbn:se:liu:diva-181739,,,,,False,,,,"Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Filosofiska fakulteten [1750], Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Utbildningsvetenskap [1810], Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Filosofiska fakulteten [1750], Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Utbildningsvetenskap [1810], Univ Padua, Italy","['276', '316', '10700', '276', '1750', '276', '316', '10700', '276', '1810', '276', '281', '878151', '276', '1750', '276', '316', '10700', '276', '1810']",True
1700681,"Ahmadian, Amirhossein [amiah19] [0000-0001-7411-2177] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Lindsten, Fredrik [freli29] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Likelihood-free Out-of-Distribution Detection with Invertible Generative Models,Konferensbidrag,Refereegranskat,eng,,,,,,,Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence (IJCAI 2021),,,2021,,,,,,,,,,,10.24963/ijcai.2021/292,,,,urn:nbn:se:liu:diva-188936,,,Deep Learning;Anomaly/Outlier Detection;Uncertainty Representations,Datavetenskap (datalogi) (10201),,,,"<p>Likelihood of generative models has been used traditionally as a score to detect atypical (Out-of-Distribution, OOD) inputs. However, several recent studies have found this approach to be highly unreliable, even with invertible generative models, where computing the likelihood is feasible. In this paper, we present a different framework for generative model--based OOD detection that employs the model in constructing a new representation space, instead of using it directly in computing typicality scores, where it is emphasized that the score function should be interpretable as the similarity between the input and training data in the new space. In practice, with a focus on invertible models, we propose to extract low-dimensional features (statistics) based on the model encoder and complexity of input images, and then use a One-Class SVM to score the data. Contrary to recently proposed OOD detection methods for generative models, our method does not require computing likelihood values. Consequently, it is much faster when using invertible models with iteratively approximated likelihood (e.g. iResNet), while it still has a performance competitive with other related methods</p>",,,,,,,,,,,,,10/3/2022,10/3/2022,11/10/2022,,,2.0,,deprecated,,publishedPaper,"International Joint Conference on Artificial Intelligence (IJCAI), 19-26 August, 2021",,,True,True,,,"Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '281', '878151', '276', '872902', '276', '281', '878151', '276', '872902']",True
1517784,"Bjärehed, Marlene [marbj28] [0000-0001-5753-1310] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Thornberg, Robert [robth79] [0000-0001-9233-3862] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Wänström, Linda [linwa84] [0000-0002-6590-3847] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Gini, Gianluca [0000-0002-8251-7550] (Department of Developmental and Social Psychology, University of Padova, Italy)",Moral disengagement and verbal bullying in early adolescence : A three-year longitudinal study,Artikel i tidskrift,Refereegranskat,eng,Journal of School Psychology,0022-4405,1873-3506,published,84,,,63,73,2021,,,,Elsevier,,,,,,,10.1016/j.jsp.2020.08.006,6.18E+11,,2-s2.0-85099131302,urn:nbn:se:liu:diva-172587,,,Verbal bullying;Moral disengagement;Early adolescence;Longitudinal;MLGM,Utbildningsvetenskap (503),,,<p>Funding: Swedish Research CouncilSwedish Research CouncilEuropean Commission [D0775301]</p>,"<p>This three-year longitudinal study examined both within- and between-person effects of moral disengagement on verbal bullying perpetration in early adolescence. Data came from the first four waves (T1–T4, Grades 4 to 7) of an ongoing longitudinal project examining social and moral correlates of bullying in Swedish schools. Participants included 2432 Swedish early adolescents (52% girls; Mage at T1?=?10.55?years). Students completed self-report measures of verbal bullying perpetration and moral disengagement. Results of a multilevel growth model showed that verbal bullying increased over time (regression coefficient for Grade was b?=?0.04, SE?=?0.01, p?&lt;?.001). Additionally, the verbal bullying trajectories of participants with higher average levels of MD were higher (regression coefficient for MD¯ was b?=?0.28, SE?=?0.02, p?&lt;?.001) and steeper (regression coefficient for the Grade ×MD¯ interaction was b?=?0.02, SE?=?0.01, p?=?.018), indicating that these students scored higher on verbal bullying in general and increased more in verbal bullying over time, compared to students with lower levels of average MD. Variations around one's own mean of MD over time was also significantly associated with concurrent changes in verbal bullying (regression coefficient for time-varying MD was b?=?0.21, SE?=?0.01, p?&lt;?.001).</p>",,,,,,,,,,,,,1/14/2021,1/14/2021,12/10/2021,,,4.0,,deprecated,urn:nbn:se:liu:diva-181739,,,,,True,,,,"Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Utbildningsvetenskap [1810], Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Utbildningsvetenskap [1810], Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Filosofiska fakulteten [1750], Department of Developmental and Social Psychology, University of Padova, Italy","['276', '316', '10700', '276', '1810', '276', '316', '10700', '276', '1810', '276', '281', '878151', '276', '1750']",True
1644363,"Pielaszkiewicz, Jolanta [jolpi20] [0000-0002-0341-7472] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);von Rosen, Dietrich [dievo64] (Linköpings universitet [276], Matematiska institutionen [307], Tillämpad matematik [884511]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Multivariate Moments in Multivariate Analysis,"Kapitel i bok, del av antologi",Refereegranskat,eng,,,,,,,"Multivariate, Multilinear and Mixed Linear Models",41,91,2021,,,"Cham, Switzerland",Springer,Contributions to Statistics,1431-1968,,9783030754938;9783030754945;9783030754969,https://libris.kb.se/bib/xbnwrtt7vfrfpqx2,,10.1007/978-3-030-75494-5_3,,,,urn:nbn:se:liu:diva-183607,,,Wishart;matrices;moments,Sannolikhetsteori och statistik (10106),,,,"<p>Moments for the normal, Wishart and beta-type distributions are presented. A number of relations involving the trace function are also considered due to their connection to spectral moments of random matrices. For a couple of specific relations, the technique of obtaining the results is described in detail. The majority of the results are presented for real-valued matrices, but complex-valued matrices are occasionally also treated.</p>",,,,,,,,,,,,,3/14/2022,3/14/2022,9/27/2022,,,2.0,,deprecated,,,,,,True,,,,"Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Matematiska institutionen [307], Tillämpad matematik [884511], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '281', '878151', '276', '872902', '276', '307', '884511', '276', '872902']",True
1544075,"Bartoszek, Krzysztof [krzba67] [0000-0002-5816-4345] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Erhardsson, Torkel [torer77] (Linköpings universitet [276], Matematiska institutionen [307], Tillämpad matematik [884511]) (Linköpings universitet [276], Tekniska fakulteten [872902])",NORMAL APPROXIMATION FOR MIXTURES OF NORMAL DISTRIBUTIONS AND THE EVOLUTION OF PHENOTYPIC TRAITS,Artikel i tidskrift,Refereegranskat,eng,Advances in Applied Probability,0001-8678,1475-6064,published,53,1,,162,188,2021,,,,APPLIED PROBABILITY TRUST,,,,,,,10.1017/apr.2020.53,6.30E+11,,,urn:nbn:se:liu:diva-174973,,,Mixture of normal distributions; normal approximation; Kolmogorov distance; Steins method; phylogenetic tree; phenotypic trait; Yule process; Ornstein-Uhlenbeck process; jumps,Sannolikhetsteori och statistik (10106),,,<p>Funding Agencies|Swedish Research Council (Vetenskapsradet)Swedish Research Council [2017-04951]</p>,"<p>Explicit bounds are given for the Kolmogorov andWasserstein distances between a mixture of normal distributions, by which we mean that the conditional distribution given some sigma-algebra is normal, and a normal distribution with properly chosen parameter values. The bounds depend only on the first two moments of the first two conditional moments given the sigma-algebra. The proof is based on Steins method. As an application, we consider the Yule-Ornstein-Uhlenbeck model, used in the field of phylogenetic comparative methods. We obtain bounds for both distances between the distribution of the average value of a phenotypic trait over n related species, and a normal distribution. The bounds imply and extend earlier limit theorems by Bartoszek and Sagitov.</p>",,,,,,,,,,,,,4/14/2021,4/14/2021,4/14/2021,,,2.0,,deprecated,,,,,,True,,,,"Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Filosofiska fakulteten [1750], Linköpings universitet [276], Matematiska institutionen [307], Tillämpad matematik [884511], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '281', '878151', '276', '1750', '276', '307', '884511', '276', '872902']",True
1613881,"Pena, Jose M [jospe50] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Balgi, Sourabh [souba35] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Sjölander, Arvid (Karolinska Inst, Sweden);Gabriel, Erin E. (Karolinska Inst, Sweden)",On the bias of adjusting for a non-differentially mismeasured discrete confounder,Artikel i tidskrift,Refereegranskat,eng,Journal of Causal Inference,2193-3677,2193-3685,published,9,1,,229,249,2021,,,,Walter de Gruyter,,,,,,,10.1515/jci-2021-0033,7.16E+11,,,urn:nbn:se:liu:diva-181213,,,bias; causal inference; confounding,Arbetsmedicin och miljömedicin (30303),,,"<p>Funding Agencies|Swedish Research Council (VR SWE-REG grants)Swedish Research Council [2019-00245, 2019-00227]</p>","<p>Biological and epidemiological phenomena are often measured with error or imperfectly captured in data. When the true state of this imperfect measure is a confounder of an outcome exposure relationship of interest, it was previously widely believed that adjustment for the mismeasured observed variables provides a less biased estimate of the true average causal effect than not adjusting. However, this is not always the case and depends on both the nature of the measurement and confounding. We describe two sets of conditions under which adjusting for a non-deferentially mismeasured proxy comes closer to the unidentifiable true average causal effect than the unadjusted or crude estimate. The first set of conditions apply when the exposure is discrete or continuous and the confounder is ordinal, and the expectation of the outcome is monotonic in the confounder for both treatment levels contrasted. The second set of conditions apply when the exposure and the confounder are categorical (nominal). In all settings, the mismeasurement must be non-differential, as differential mismeasurement, particularly an unknown pattern, can cause unpredictable results.</p>",,,,,,,,,,,,,11/23/2021,11/23/2021,10/5/2023,https://liu.diva-portal.org/smash/get/diva2:1613881/FULLTEXT01.pdf,,4.0,,deprecated,,,,,,False,,,,"Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902], Karolinska Inst, Sweden, Karolinska Inst, Sweden","['276', '281', '878151', '276', '872902', '276', '281', '878151', '276', '872902']",True
1591764,"Alenlöv, Johan [johal95] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Doucet, Arnaud (Univ Oxford, England);Lindsten, Fredrik [freli29] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Pseudo-Marginal Hamiltonian Monte Carlo,Artikel i tidskrift,Refereegranskat,eng,Journal of machine learning research,1532-4435,1533-7928,published,22,,,,,2021,,,,MICROTOME PUBL,,,,,https://www.jmlr.org/papers/volume22/19-486/19-486.pdf,,,6.87E+11,,,urn:nbn:se:liu:diva-178983,,,Hamiltonian Monte Carlo; pseudo-marginal; Markov chain Monte Carlo; latent variable models,Sannolikhetsteori och statistik (10106),,,,"<p>Bayesian inference in the presence of an intractable likelihood function is computationally challenging. When following a Markov chain Monte Carlo (MCMC) approach to approximate the posterior distribution in this context, one typically either uses MCMC schemes which target the joint posterior of the parameters and some auxiliary latent variables, or pseudo-marginal Metropolis-Hastings (MH) schemes. The latter mimic a MH algorithm targeting the marginal posterior of the parameters by approximating unbiasedly the intractable likelihood. However, in scenarios where the parameters and auxiliary variables are strongly correlated under the posterior and/or this posterior is multimodal, Gibbs sampling or Hamiltonian Monte Carlo (HMC) will perform poorly and the pseudo-marginal MH algorithm, as any other MH scheme, will be inefficient for high-dimensional parameters. We propose here an original MCMC algorithm, termed pseudo-marginal HMC, which combines the advantages of both HMC and pseudo-marginal schemes. Specifically, the PM-HMC method is controlled by a precision parameter N, controlling the approximation of the likelihood and, for any N, it samples the marginal posterior of the parameters. Additionally, as N tends to infinity, its sample trajectories and acceptance probability converge to those of an ideal, but intractable, HMC algorithm which would have access to the intractable likelihood and its gradient. We demonstrate through experiments that PM-HMC can outperform significantly both standard HMC and pseudo-marginal MH schemes.</p>",,,,,,,,,,,,,9/7/2021,9/7/2021,11/8/2021,https://liu.diva-portal.org/smash/get/diva2:1591764/FULLTEXT01.pdf,,3.0,,deprecated,,,,,,True,True,,,"Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902], Univ Oxford, England, Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '281', '878151', '276', '872902', '276', '281', '878151', '276', '872902']",True
1639462,"Forsberg, Camilla [camfo49] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Thornberg, Robert [robth79] [0000-0001-9233-3862] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Wänström, Linda [linwa84] [0000-0002-6590-3847] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810])",Relational bullying among girls and its association to collective efficacy and collective moral disengagement,Konferensbidrag,Refereegranskat,eng,,,,,,,,,,2021,,,,,,,,,,,,,,,urn:nbn:se:liu:diva-183090,,,bullying,Pedagogik (50301);Psykologi (exklusive tillämpad psykologi) (50101),,,,,,,,,,,,,,,,,2/21/2022,2/21/2022,6/2/2023,,,3.0,,deprecated,,abstracts,"The 25th workshop on Aggression, University of Turku, Finland, November 4–6, 2021",,,False,,,,"Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Utbildningsvetenskap [1810], Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Utbildningsvetenskap [1810], Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Filosofiska fakulteten [1750], Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700], Linköpings universitet [276], Utbildningsvetenskap [1810]","['276', '316', '10700', '276', '1810', '276', '316', '10700', '276', '1810', '276', '281', '878151', '276', '1750', '276', '316', '10700', '276', '1810']",True
1640857,"Govindarajan, Hariprasath [hargo24] [0000-0003-3428-6564] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Arriver Sweden AB);Lindskog, Peter (Arriver Sweden AB);Lundstrom, Dennis (Arriver Sweden AB);Olmin, Amanda [amaol67] [0000-0003-4209-874X] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Roll, Jacob (Arriver Sweden AB);Lindsten, Fredrik [freli29] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Self-Supervised Representation Learning for Content Based Image Retrieval of Complex Scenes,Konferensbidrag,Refereegranskat,eng,,,,,,,"IEEE Intelligent Vehicles Symposium, Proceedings",249,256,2021,,,,IEEE,,,,978-1-6654-7921-9;978-1-6654-7922-6,,,10.1109/IVWorkshops54471.2021.9669246,,,2-s2.0-85124951909,urn:nbn:se:liu:diva-183196,,,,Datorseende och robotik (autonoma system) (10207),,,"<p>Funding Agencies|IV2021; Stiftelsen för Strategisk Forskning, SSF: ICA16-0015; Knut och Alice Wallenbergs Stiftelse; Vetenskapsrådet, VR: 2020-04122</p>","<p>Although Content Based Image Retrieval (CBIR) is an active research field, application to images simultaneously containing multiple objects has received limited research inter- est. For such complex images, it is difficult to precisely convey the query intention, to encode all the image aspects into one compact global feature representation and to unambiguously define label similarity or dissimilarity. Motivated by the recent success on many visual benchmark tasks, we propose a self- supervised method to train a feature representation learning model. We propose usage of multiple query images, and use an attention based architecture to extract features from diverse image aspects that benefits from this. The method shows promising performance on road scene datasets, and, consistently improves when multiple query images are used instead of a single query image. © 2021 IEEE.</p>",,,,,,,,,,,,,2/28/2022,2/28/2022,4/5/2023,https://liu.diva-portal.org/smash/get/diva2:1640857/FULLTEXT01.pdf,,6.0,,deprecated,,publishedPaper,"32nd IEEE Intelligent Vehicles Symposium Workshops, IV Workshops 2021",,,False,,,,"Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Filosofiska fakulteten [1750], Linköpings universitet [276], Tekniska fakulteten [872902], Arriver Sweden AB, Arriver Sweden AB, Arriver Sweden AB, Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Filosofiska fakulteten [1750], Arriver Sweden AB, Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '281', '878151', '276', '1750', '276', '872902', '276', '281', '878151', '276', '1750', '276', '281', '878151', '276', '872902']",True
1601516,"Bartoszek, Krzysztof [krzba67] [0000-0002-5816-4345] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Bartoszek, Wojciech (Gdansk Univ Technol, Poland);Krzeminski, Michal (Gdansk Univ Technol, Poland)",Simple SIR models with Markovian control,Artikel i tidskrift,Refereegranskat,eng,Japanese Journal of Statistics and Data Science,2520-8756,,published,4,1,,731,762,2021,,,,Springer Nature,,,,,,,10.1007/s42081-021-00107-1,6.64E+11,,,urn:nbn:se:liu:diva-179943,,,SIR models; Markovian control; random dynamical systems,Teknisk mekanik (20301),,,,"<p>We consider a random dynamical system, where the deterministic dynamics are driven by a finite-state space Markov chain. We provide a comprehensive introduction to the required mathematical apparatus and then turn to a special focus on the susceptible-infected-recovered epidemiological model with random steering. Through simulations we visualize the behaviour of the system and the effect of the high-frequency limit of the driving Markov chain. We formulate some questions and conjectures of a purely theoretical nature.</p>",,,,,,,,,,,,,10/8/2021,10/8/2021,11/1/2021,https://liu.diva-portal.org/smash/get/diva2:1601516/FULLTEXT01.pdf,,3.0,,deprecated,,,,,,False,,,,"Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151], Linköpings universitet [276], Filosofiska fakulteten [1750], Gdansk Univ Technol, Poland, Gdansk Univ Technol, Poland","['276', '281', '878151', '276', '1750']",True
