PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
"1281091","Sidén, Per [persi28] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Villani, Mattias [matvi05] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Stockholm Univ, Sweden)","Invited Discussion","Artikel i tidskrift","Övrigt vetenskapligt","eng","Bayesian Analysis","1936-0975","1931-6690","published","13","4","","1291","1297","2018","","","Durham, NC, United States","International Society for Bayesian Analysis","","","","","","","10.1214/18-BA1108","000453033900003","","","urn:nbn:se:liu:diva-153689","","","","Sannolikhetsteori och statistik (10106)","","","<p>Funding Agencies|Swedish Research Council (Vetenskapsradet) [20135229]</p><p>Artikeln ingår som en del i: Bayesian Spatiotemporal Modeling Using Hierarchical Spatial Priors, with Applications to Functional Magnetic Resonance Imaging (with Discussion) 13(4) pp 1261-1313.</p>","<p data-select-like-a-boss=""1"">n/a</p>","","","","","","","","","","","","","2019-01-21","2019-01-21","2019-02-01","","","2","","deprecated","","editorialMaterial","","","","true","","",""
"1649558","Thornberg, Robert [robth79] [0000-0001-9233-3862] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Wänström, Linda [linwa84] [0000-0002-6590-3847] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810])","Moral disengagement and bullying among school children : A short-term longitudinal study","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","","","","2018","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-184077","","","","Pedagogik (50301);Psykologi (exklusive tillämpad psykologi) (50101)","","","","","","","","","","","","","","","","","2022-04-04","2022-04-04","2023-06-02","","","2","","deprecated","","abstracts","46th Congress of the Nordic Educational Research Association, Oslo, Norway, March 8-10, 2018","","","true","","",""
"1273242","Xiao, Hui (Univ Cambridge, England);Bartoszek, Krzysztof [krzba67] [0000-0002-5816-4345] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Lio, Pietro (Univ Cambridge, England)","Multi-omic analysis of signalling factors in inflammatory comorbidities","Artikel i tidskrift","Refereegranskat","eng","BMC Bioinformatics","","1471-2105","published","19","","","","","2018","","","","BMC","","","","","","","10.1186/s12859-018-2413-x","000451686100001","30497370","","urn:nbn:se:liu:diva-153527","","","Multi-omic approach; Gene families; Evolution; Inflammation","Genetik (10609)","","","<p>Funding Agencies|European Union</p>","<p>BackgroundInflammation is a core element of many different, systemic and chronic diseases that usually involve an important autoimmune component. The clinical phase of inflammatory diseases is often the culmination of a long series of pathologic events that started years before. The systemic characteristics and related mechanisms could be investigated through the multi-omic comparative analysis of many inflammatory diseases. Therefore, it is important to use molecular data to study the genesis of the diseases. Here we propose a new methodology to study the relationships between inflammatory diseases and signalling molecules whose dysregulation at molecular levels could lead to systemic pathological events observed in inflammatory diseases.ResultsWe first perform an exploratory analysis of gene expression data of a number of diseases that involve a strong inflammatory component. The comparison of gene expression between disease and healthy samples reveals the importance of members of gene families coding for signalling factors. Next, we focus on interested signalling gene families and a subset of inflammation related diseases with multi-omic features including both gene expression and DNA methylation. We introduce a phylogenetic-based multi-omic method to study the relationships between multi-omic features of inflammation related diseases by integrating gene expression, DNA methylation through sequence based phylogeny of the signalling gene families. The models of adaptations between gene expression and DNA methylation can be inferred from pre-estimated evolutionary relationship of a gene family. Members of the gene family whose expression or methylation levels significantly deviate from the model are considered as the potential disease associated genes.ConclusionsApplying the methodology to four gene families (the chemokine receptor family, the TNF receptor family, the TGF- gene family, the IL-17 gene family) in nine inflammation related diseases, we identify disease associated genes which exhibit significant dysregulation in gene expression or DNA methylation in the inflammation related diseases, which provides clues for functional associations between the diseases.</p>","","","","","","","","","","","","","2018-12-20","2018-12-20","2024-01-17","https://liu.diva-portal.org/smash/get/diva2:1273242/FULLTEXT01.pdf","","3","","deprecated","","","12th International BBCC Conference","","439","false","","",""
"1192180","Bartoszek, Krzysztof [krzba67] [0000-0002-5816-4345] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Uppsala Univ, Sweden);Majchrzak, Marta (Polish Acad Sci, Poland);Sakowski, Sebastian (Univ Lodz, Poland);Kubiak-Szeligowska, Anna B. (Polish Acad Sci, Poland);Kaj, Ingemar (Uppsala Univ, Sweden);Parniewski, Pawel (Polish Acad Sci, Poland)","Predicting pathogenicity behavior in Escherichia coli population through a state dependent model and TRS profiling","Artikel i tidskrift","Refereegranskat","eng","PloS Computational Biology","1553-734X","1553-7358","published","14","1","","","","2018","","","","PUBLIC LIBRARY SCIENCE","","","","","","","10.1371/journal.pcbi.1005931","000423845000028","29385125","","urn:nbn:se:liu:diva-145810","","","","Bioinformatik (beräkningsbiologi) (10203)","","","<p>Funding Agencies|IMB PAS as part of the statutory research; Knut and Alice Wallenberg Foundation</p>","<p>The Binary State Speciation and Extinction (BiSSE) model is a branching process based model that allows the diversification rates to be controlled by a binary trait. We develop a general approach, based on the BiSSE model, for predicting pathogenicity in bacterial populations from microsatellites profiling data. A comprehensive approach for predicting pathogenicity in E. coli populations is proposed using the state-dependent branching process model combined with microsatellites TRS-PCR profiling. Additionally, we have evaluated the possibility of using the BiSSE model for estimating parameters from genetic data. We analyzed a real dataset (from 251 E. coli strains) and confirmed previous biological observations demonstrating a prevalence of some virulence traits in specific bacterial sub-groups. The method may be used to predict pathogenicity of other bacterial taxa.</p>","","","","","","","","","","","","","2018-03-21","2018-03-21","2019-09-04","https://liu.diva-portal.org/smash/get/diva2:1192180/FULLTEXT01.pdf","","6","","deprecated","","","","","e1005931","false","","",""
"1341382","Peña, Jose M. [jospe50] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (STIMA)","Reasoning with Alternative Acyclic Directed Mixed Graphs","Artikel i tidskrift","Refereegranskat","eng","Behaviormetrika","0385-7417","1349-6964","published","45","2","","389","422","2018","","","Tokyo, Japan","Nihon Kodo Keiryo Gakkai","","","","","","","10.1007/s41237-018-0051-2","","","","urn:nbn:se:liu:diva-159350","","","Causality;Causal effect identification;Acyclic directed mixed graphs;Factorization;Maximum likelihood estimation","Datavetenskap (datalogi) (10201)","","","","<p data-select-like-a-boss=""1"">Acyclic directed mixed graphs (ADMGs) are the graphs used by Pearl (Causality: models, reasoning, and inference. Cambridge University Press, Cambridge, 2009) for causal effect identification. Recently, alternative acyclic directed mixed graphs (aADMGs) have been proposed by Peña (Proceedings of the 32nd conference on uncertainty in artificial intelligence, 577–586, 2016) for causal effect identification in domains with additive noise. Since the ADMG and the aADMG of the domain at hand may encode different model assumptions, it may be that the causal effect of interest is identifiable in one but not in the other. Causal effect identification in ADMGs is well understood. In this paper, we introduce a sound algorithm for identifying arbitrary causal effects from aADMGs. We show that the algorithm follows from a calculus similar to Pearl’s do-calculus. Then, we turn our attention to Andersson–Madigan–Perlman chain graphs, which are a subclass of aADMGs, and propose a factorization for the positive discrete probability distributions that are Markovian with respect to these chain graphs. We also develop an algorithm to perform maximum likelihood estimation of the factors in the factorization.</p>","","","","","","","","","","","","","2019-08-08","2019-08-08","2019-11-15","https://liu.diva-portal.org/smash/get/diva2:1341382/FULLTEXT01.pdf","","1","","deprecated","","","","","","true","","",""
"1649523","Forsberg, Camilla [camfo49] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Thornberg, Robert [robth79] [0000-0001-9233-3862] (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Wänström, Linda [linwa84] [0000-0002-6590-3847] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Institutionen för beteendevetenskap och lärande [316], Pedagogik och didaktik [10700]) (Linköpings universitet [276], Utbildningsvetenskap [1810])","Relational bullying among girls and its association to collective efficacy and collective moral disengagement","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","","","","2018","","","","","","","","","https://convention2.allacademic.com/one/aera/aera18/index.php?cmd=Online+Program+View+Paper&selected_paper_id=1306905&PHPSESSID=kes139r4e77is946btlcpfh1vb","","","","","","urn:nbn:se:liu:diva-184071","","","","Pedagogik (50301);Psykologi (exklusive tillämpad psykologi) (50101)","","","","<p>Although there is a growing interest in girls’ relational bullying, the current study was the first to examine whether classroom collective efficacy to stop relational aggression and classroom moral disengagement in relational aggression were associated with girls’ relational bullying perpetration and relational victimization. Self-reported survey data were collected from 871 Swedish schoolgirls (M=11.54, SD=0.32) from 111 classrooms. Multilevel analysis found that older classmates and girls with a foreign ethnic background were more inclined to engage in relational bullying. When classroom level variables were added, collective moral disengagement in relational aggression was positively associated with girls’ relational victimization and relational bullying, whereas collective efficacy to stop relational aggression was negatively associated with girls’ relational bullying.</p>","","","","","","","","","","","","","2022-04-04","2022-04-04","2023-06-02","","","3","","deprecated","","abstracts","American Educational Research Association 2018 Annual Meeting, New York, USA, April 13-17, 2018","","","true","","",""
"1342048","Nordgaard, Anders [andno60] [0000-0001-9385-5443] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Swedish Police Auhtority, National Forensic Centre (NFC), Sweden);Correll, Raymond (Rho Environmetrics, Adelaide, Australia)","Sampling strategies","Kapitel i bok, del av antologi","Övrigt vetenskapligt","eng","","","","","","","Integrated Analytical Approaches for Pesticide Management","31","46","2018","1","","","Elsevier","","","","9780128161555;9780128161562","","","10.1016/B978-0-12-816155-5.00003-8","","","","urn:nbn:se:liu:diva-159538","","","Sampling aim; population; accuracy; bias; random; stratified; systematic","Sannolikhetsteori och statistik (10106);Miljö- och naturvårdsvetenskap (40504)","","","","<p>The first step of a sampling strategy should be to clearly define its purpose. The aim typically is to obtain information for decision making. The decision rules typically involve estimates of the characteristics of the population (often the mean and standard deviation). The decision rules also require a definition of the population to be sampled. There are many techniques available for obtaining estimates of key characteristics of the population. The definition of population is critical but often nontrivial. There are many different sampling strategies available. The theoretically simplest scheme is simple random sampling and that can be used to provide estimates of the mean and standard deviation. More precise estimates can be obtained using stratified sampling. Cluster sampling is useful when there is significant travel time between the sampling units—however, except in simple cases, estimation of the mean and standard error requires expert input. Systematic sampling is simple to apply and gives precise estimates of the mean. Good estimates of the standard error are not available, but there are useful approximations.</p>","","","","","","","","","","","","","2019-08-12","2019-08-12","2019-12-19","","","2","","deprecated","","","","","","true","","",""
"1201965","Magnusson, Måns [manma97] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750])","Scalable and Efficient Probabilistic Topic Model Inference for Textual Data","Doktorsavhandling, sammanläggning","Övrigt vetenskapligt","eng","","","","","","","","","","2018","","53","Linköping","Linköping University Electronic Press","Linköping Studies in Arts and Sciences ; 743;Linköping Studies in Statistics ; 14","0282-9800;1651-1700","0282-9800;1651-1700","9789176852880","","","10.3384/diss.diva-146964","","","","urn:nbn:se:liu:diva-146964
","","","Text analysis;Bayesian inference;Markov chain Monte Carlo;topic models;Textanalys;Bayesiansk inferens;Markov chain Monte Carlo;temamodeller","Sannolikhetsteori och statistik (10106);Språkteknologi (språkvetenskaplig databehandling) (10208);Datavetenskap (datalogi) (10201)","","","","<p>Probabilistic topic models have proven to be an extremely versatile class of mixed-membership models for discovering the thematic structure of text collections. There are many possible applications, covering a broad range of areas of study: technology, natural science, social science and the humanities.</p><p>In this thesis, a new efficient parallel Markov Chain Monte Carlo inference algorithm is proposed for Bayesian inference in large topic models. The proposed methods scale well with the corpus size and can be used for other probabilistic topic models and other natural language processing applications. The proposed methods are fast, efficient, scalable, and will converge to the true posterior distribution.</p><p>In addition, in this thesis a supervised topic model for high-dimensional text classification is also proposed, with emphasis on interpretable document prediction using the horseshoe shrinkage prior in supervised topic models.</p><p>Finally, we develop a model and inference algorithm that can model agenda and framing of political speeches over time with a priori defined topics. We apply the approach to analyze the evolution of immigration discourse in the Swedish parliament by combining theory from political science and communication science with a probabilistic topic model.</p>;<p>Probabilistiska ämnesmodeller (topic models) är en mångsidig klass av modeller för att estimera ämnessammansättningar i större corpusar. Applikationer finns i ett flertal vetenskapsområden som teknik, naturvetenskap, samhällsvetenskap och humaniora. I denna avhandling föreslås nya effektiva och parallella Markov Chain Monte Carlo algoritmer för Bayesianska ämnesmodeller. De föreslagna metoderna skalar väl med storleken på corpuset och kan användas för flera olika ämnesmodeller och liknande modeller inom språkteknologi. De föreslagna metoderna är snabba, effektiva, skalbara och konvergerar till den sanna posteriorfördelningen.</p><p>Dessutom föreslås en ämnesmodell för högdimensionell textklassificering, med tonvikt på tolkningsbar dokumentklassificering genom att använda en kraftigt regulariserande priorifördelningar.</p><p>Slutligen utvecklas en ämnesmodell för att analyzera ""agenda"" och ""framing"" för ett förutbestämt ämne. Med denna metod analyserar vi invandringsdiskursen i Sveriges Riksdag över tid, genom att kombinera teori från statsvetenskap, kommunikationsvetenskap och probabilistiska ämnesmodeller.</p>","Boyd-Graber, Jordan, Associated Professor","Villani, Mattias [matvi05], Professor (Linköpings universitet [276], Institutionen för datavetenskap [281], ;;;Statistik och maskininlärning [878151]) (Linköpings universitet [276], ;Filosofiska fakulteten [1750])Kuhlmann, Marco [marku61], Assistand Professor (Linköpings universitet [276], Institutionen för datavetenskap [281], ;;Interaktiva och kognitiva system [11107]) (Linköpings universitet [276], ;Tekniska fakulteten [872902])","","","","","","","","Ada Lovelace, hus B, Campus Valla, Linköping","eng","2018-06-05T13:15","2018-04-27","2018-04-27","2019-09-26","https://liu.diva-portal.org/smash/get/diva2:1201965/FULLTEXT01.pdf","","1","","deprecated","","","","","","true","true","",""
"1141079","Magnusson, Måns [manma97] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Jonsson, Leif [leijo73] (Linköpings universitet [276], Institutionen för datavetenskap [281]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Ericsson Res, Sweden);Villani, Mattias [matvi05] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (STIMA);Broman, David (School of Information and Communication Technology, Royal Institute of Technology KTH, Stockholm, Sweden)","Sparse Partially Collapsed MCMC for Parallel Inference in Topic Models","Artikel i tidskrift","Refereegranskat","eng","Journal of Computational And Graphical Statistics","1061-8600","1537-2715","published","27","2","","449","463","2018","","","","Taylor & Francis","","","","","","","10.1080/10618600.2017.1366913","000435688200018","","","urn:nbn:se:liu:diva-140872","","","Bayesian inference;Gibbs sampling;Latent Dirichlet Allocation;Massive Data Sets;Parallel Computing;Computational complexity","Sannolikhetsteori och statistik (10106)","","","","<p>Topic models, and more specifically the class of Latent Dirichlet Allocation (LDA), are widely used for probabilistic modeling of text. MCMC sampling from the posterior distribution is typically performed using a collapsed Gibbs sampler. We propose a parallel sparse partially collapsed Gibbs sampler and compare its speed and efficiency to state-of-the-art samplers for topic models on five well-known text corpora of differing sizes and properties. In particular, we propose and compare two different strategies for sampling the parameter block with latent topic indicators. The experiments show that the increase in statistical inefficiency from only partial collapsing is smaller than commonly assumed, and can be more than compensated by the speedup from parallelization and sparsity on larger corpora. We also prove that the partially collapsed samplers scale well with the size of the corpus. The proposed algorithm is fast, efficient, exact, and can be used in more modeling situations than the ordinary collapsed sampler.</p>","","","","","","","","","","","","","2017-09-13","2017-09-13","2022-04-11","","Stiftelsen för strategisk forskning (SSF) [SSFRIT 15-0097]","4","","deprecated","urn:nbn:se:liu:diva-147613;urn:nbn:se:liu:diva-147059","","","","","true","","",""
"1141080","Quiroz, Matias [matqu92] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik [2172]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Research Division, Sveriges Riksbank, Stockholm, Sweden);Tran, Minh-Ngoc (Discipline of Business Analytics, University of Sydney, Camperdown NSW, Australia);Villani, Mattias [matvi05] [0000-0003-2786-2519] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Division of Statistics and Machine Learning (STIMA));Kohn, Robert (Australian School of Business, University of New South Wales, Sydney NSW, Australia)","Speeding up MCMC by Delayed Acceptance and Data Subsampling","Artikel i tidskrift","Refereegranskat","eng","Journal of Computational And Graphical Statistics","1061-8600","1537-2715","published","27","1","","12","22","2018","","","","Taylor & Francis Group","","","","","","","10.1080/10618600.2017.1307117","000430484300002","","2-s2.0-85026419157","urn:nbn:se:liu:diva-140873","","","Bayesian inference;Delayed acceptance MCMC;Large data;Markov chain Monte Carlo;Survey sampling","Sannolikhetsteori och statistik (10106)","","","<p>Funding agencies: VINNOVA grant [2010-02635]; Business School Pilot Research grant; Swedish Foundation for Strategic Research [RIT 15-0097]; Australian Research Council Centre of Excellence grant [CE140100049]</p>","<p>The complexity of the Metropolis–Hastings (MH) algorithm arises from the requirement of a likelihood evaluation for the full dataset in each iteration. One solution has been proposed to speed up the algorithm by a delayed acceptance approach where the acceptance decision proceeds in two stages. In the first stage, an estimate of the likelihood based on a random subsample determines if it is likely that the draw will be accepted and, if so, the second stage uses the full data likelihood to decide upon final acceptance. Evaluating the full data likelihood is thus avoided for draws that are unlikely to be accepted. We propose a more precise likelihood estimator that incorporates auxiliary information about the full data likelihood while only operating on a sparse set of the data. We prove that the resulting delayed acceptance MH is more efficient. The caveat of this approach is that the full dataset needs to be evaluated in the second stage. We therefore propose to substitute this evaluation by an estimate and construct a state-dependent approximation thereof to use in the first stage. This results in an algorithm that (i) can use a smaller subsample <em>m</em> by leveraging on recent advances in Pseudo-Marginal MH (PMMH) and (ii) is provably within <em>O</em>(<em>m^-</em>2) of the true posterior.</p>","","","","","","","","","","","","","2017-09-13","2017-09-13","2019-12-30","https://liu.diva-portal.org/smash/get/diva2:1141080/FULLTEXT01.pdf","Stiftelsen för strategisk forskning (SSF) [RIT 15-0097]","4","","deprecated","","","","","","true","","",""
"1338065","Quiroz, Matias (Univ New South Wales, Australia);Villani, Mattias [matvi05] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Stockholm Univ, Sweden);Kohn, Robert (Univ New South Wales, Australia);Tran, Minh-Ngoc (Univ Sydney, Australia);Dang, Khue-Dung (Univ New South Wales, Australia)","Subsampling MCMC - an Introduction for the Survey Statistician","Artikel, forskningsöversikt","Refereegranskat","eng","SANKHYA-SERIES A-MATHEMATICAL STATISTICS AND PROBABILITY","0976-836X","","published","80","","","33","69","2018","","","","SPRINGER","","","","","","","10.1007/s13171-018-0153-7","000473089800003","","","urn:nbn:se:liu:diva-159023","","","Pseudo-Marginal MCMC; Difference estimator; Hamiltonian Monte Carlo (HMC)","Sannolikhetsteori och statistik (10106)","","","<p>Funding Agencies|Australian Research Council Center of Excellence [CE140100049]</p>","<p>The rapid development of computing power and efficient Markov Chain Monte Carlo (MCMC) simulation algorithms have revolutionized Bayesian statistics, making it a highly practical inference method in applied work. However, MCMC algorithms tend to be computationally demanding, and are particularly slow for large datasets. Data subsampling has recently been suggested as a way to make MCMC methods scalable on massively large data, utilizing efficient sampling schemes and estimators from the survey sampling literature. These developments tend to be unknown by many survey statisticians who traditionally work with non-Bayesian methods, and rarely use MCMC. Our article explains the idea of data subsampling in MCMC by reviewing one strand of work, Subsampling MCMC, a so called Pseudo-Marginal MCMC approach to speeding up MCMC through data subsampling. The review is written for a survey statistician without previous knowledge of MCMC methods since our aim is to motivate survey sampling experts to contribute to the growing Subsampling MCMC literature.</p>","","","","","","","","","","","","","2019-07-19","2019-07-19","2021-07-26","","","5","","deprecated","","","","","","false","","",""
"1251293","Bartoszek, Krzysztof [krzba67] [0000-0002-5816-4345] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750])","The phylogenetic effective sample size and jumps","Artikel i tidskrift","Refereegranskat","eng","MATHEMATICA APPLICANDA (MATEMATYKA STOSOWANA)","1730-2668","2299-4009","published","46","1","","25","33","2018","","","","Polskie Towarzystwo Matematyczne","","","","","","","10.14708/ma.v46i1.6368","","","","urn:nbn:se:liu:diva-151597","","","effective sample size;Ornstein–Uhlenbeck with jumps process;phylogenetic comparative methods","Matematik (101)","","","","<p>The phylogenetic effective sample size is a parameter that has as its goal the quantification of the amount of independent signal in a phylogenetically correlatedsample. It was studied for Brownian motion and Ornstein-Uhlenbeck models of trait evolution. Here, we study this composite parameter when the trait is allowedto jump at speciation points of the phylogeny. Our numerical study indicates thatthere is a non-trivial limit as the effect of jumps grows. The limit depends on thevalue of the drift parameter of the Ornstein-Uhlenbeck process.</p>","","","","","","","","","","","","","2018-09-26","2018-09-26","2019-09-04","","","1","","deprecated","","","","","","false","","",""
"1197074","Aitken, Colin (Univ Edinburgh, Scotland);Nordgaard, Anders [andno60] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Swedish Police Author, Natl Forens Ctr, SE-58194 Linkoping, Sweden)","The Roles of Participants Differing Background Information in the Evaluation of Evidence","Artikel i tidskrift","Övrigt vetenskapligt","eng","Journal of Forensic Sciences","0022-1198","1556-4029","published","63","2","","648","649","2018","","","","WILEY","","","","","","","10.1111/1556-4029.13712","000426511500047","29194595","","urn:nbn:se:liu:diva-147144","","","","","","","<p>Funding Agencies|Leverhulme Trust [EM2016-027]; Swiss National Science Foundation [BSSGI0_155809]</p>","<p>n/a</p>","","","","","","","","","","","","","2018-04-11","2018-04-11","2018-04-26","","","2","","deprecated","","letter","","","","true","","",""
"1267333","Nalenz, Malte [malna40] (Linköpings universitet [276], Institutionen för datavetenskap [281]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Villani, Mattias [matvi05] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Filosofiska fakulteten [1750])","TREE ENSEMBLES WITH RULE STRUCTURED HORSESHOE REGULARIZATION","Artikel i tidskrift","Refereegranskat","eng","Annals of Applied Statistics","1932-6157","1941-7330","published","12","4","","2379","2408","2018","","","","INST MATHEMATICAL STATISTICS","","","","","","","10.1214/18-AOAS1157","000450015900015","","","urn:nbn:se:liu:diva-153157","","","Nonlinear regression; classification; decision trees; Bayesian; prediction; MCMC; interpretation","Sannolikhetsteori och statistik (10106)","","","","<p>We propose a new Bayesian model for flexible nonlinear regression and classification using tree ensembles. The model is based on the RuleFit approach in Friedman and Popescu [Ann. Appl. Stat. 2 (2008) 916-954] where rules from decision trees and linear terms are used in a Ll -regularized regression. We modify RuleFit by replacing the L1-regularization by a horseshoe prior, which is well known to give aggressive shrinkage of noise predictors while leaving the important signal essentially untouched. This is especially important when a large number of rules are used as predictors as many of them only contribute noise. Our horseshoe prior has an additional hierarchical layer that applies more shrinkage a priori to rules with a large number of splits, and to rules that are only satisfied by a few observations. The aggressive noise shrinkage of our prior also makes it possible to complement the rules from boosting in RuleFit with an additional set of trees from Random Forest, which brings a desirable diversity to the ensemble. We sample from the posterior distribution using a very efficient and easily implemented Gibbs sampler. The new model is shown to outperform state-of-the-art methods like RuleFit, BART and Random Forest on 16 datasets. The model and its interpretation is demonstrated on the well known Boston housing data, and on gene expression data for cancer classification. The posterior sampling, prediction and graphical tools for interpreting the model results are implemented in a publicly available R package.</p>","","","","","","","","","","","","","2018-12-01","2018-12-01","2018-12-01","","","2","","deprecated","","","","","","false","","",""
"1340784","Peña, Jose M. [jospe50] (Linköpings universitet [276], Institutionen för datavetenskap [281], Statistik och maskininlärning [878151]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (STIMA)","Unifying DAGs and UGs","Konferensbidrag","Refereegranskat","eng","","","","","","","Proceedings of the 9th International Conference on Probabilistic Graphical Models (PGM 2018) - Proceedings of Machine Learning Research 72","","","2018","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-159302","","","","Datavetenskap (datalogi) (10201)","","","","","","","","","","","","","","","","","2019-08-06","2019-08-06","2019-08-16","","","1","","deprecated","","publishedPaper","the 9th International Conference on Probabilistic Graphical Models (PGM 2018), Prague, Czech Republic, September 11 - 14, 2018","","","true","","",""
