PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
316978,"Eklund, Anders [andek67] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]);Ohlsson, Henrik [henoh44] (Linköpings universitet [276], Institutionen för systemteknik [295], Reglerteknik [2324]) (Linköpings universitet [276], Tekniska högskolan [1751]);Andersson, Mats [matan45] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]);Rydell, Joakim [joary68] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]);Ynnerman, Anders [andyn27] [0000-0002-9466-9826] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Visuell informationsteknologi och applikationer [2347]) (Linköpings universitet [276], Tekniska högskolan [1751]);Knutsson, Hans [hankn25] [0000-0002-9091-4724] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751])",Using Real-Time fMRI to Control a Dynamical System,Rapport,Övrigt vetenskapligt,eng,,,,,,,,,,2009.0,,2.0,Linköping,Linköping University Electronic Press,LiTH-ISY-R ; 2879,1400-3902,1400-3902,,,Using Real-Time fMRI to Control a Dynamical System,,,,,urn:nbn:se:liu:diva-56193,,,fMRI,Reglerteknik (20202),,,,<p>We present e method for controlling a dynamical system using real-time fMRI. The objective for the subject in the MR scanner is to balance an inverse pendulum by activating the left or right hand or resting. The brain activity is clasified each second by a neural network and the classification is sent to a pendulum simulator to change the state of the pendulum. The state of the inverse pendulum is shown to the subject in a pair of VR goggles. The subject was able to balance the inverse pendulum during a 7 minute test run.</p>,,,,,,,,,,,,,2010-04-30,2010-04-30,2015-09-22,https://liu.diva-portal.org/smash/get/diva2:316978/FULLTEXT01.pdf,,6,,deprecated,,,,,,True,,,
297924,"Eklund, Anders [andek67] (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]);Ohlsson, Henrik [henoh44] (Linköpings universitet [276], Institutionen för systemteknik [295], Reglerteknik [2324]) (Linköpings universitet [276], Tekniska högskolan [1751]);Andersson, Mats [matan45] (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]);Rydell, Joakim [joary68] (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]);Ynnerman, Anders [andyn27] [0000-0002-9466-9826] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Visuell informationsteknologi och applikationer [2347]) (Linköpings universitet [276], Tekniska högskolan [1751]);Knutsson, Hans [hankn25] [0000-0002-9091-4724] (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801])",Using Real-Time fMRI to Control a Dynamical System by Brain Activity Classification,Konferensbidrag,Refereegranskat,eng,,,,,,,"Medical Image Computing and Computer-Assisted Intervention – MICCAI 2009 : 12th International Conference, London, UK, September 20-24, 2009, Proceedings, Part I",1000,1008,2009.0,1,,,Springer Berlin/Heidelberg,Lecture Notes in Computer Science ; 5761,0302-9743,0302-9743,978-3-642-04267-6;978-3-642-04268-3,http://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-97552,,10.1007/978-3-642-04268-3_123,273617300123.0,,,urn:nbn:se:liu:diva-54034,,,fMRI,Medicinsk bildbehandling (20603),,CADICS,"<p>The original publication is available at www.springerlink.com: Anders Eklund, Henrik Ohlsson, Mats Andersson, Joakim Rydell, Anders Ynnerman and Hans Knutsson, Using Real-Time fMRI to Control a Dynamical System by Brain Activity Classification, 2009, Medical Image Computing and Computer-Assisted Intervention – MICCAI 2009, Lecture Notes in Computer Science, (5761/2009), 1000-1008. http://dx.doi.org/10.1007/978-3-642-04268-3_123 Copyright: Springer Science Business Media http://www.springerlink.com/</p>","<p>We present a method for controlling a dynamical system using real-time fMRI. The objective for the subject in the MR scanner is to balance an inverted pendulum by activating the left or right hand or resting. The brain activity is classified each second by a neural network and the classification is sent to a pendulum simulator to change the force applied to the pendulum. The state of the inverted pendulum is shown to the subject in a pair of VR goggles. The subject was able to balance the inverted pendulum during several minutes, both with real activity and imagined activity. In each classification 9000 brain voxels were used and the response time for the system to detect a change of activity was on average 2-4 seconds. The developments here have a potential to aid people with communication disabilities, such as locked in people. Another future potential application can be to serve as a tool for stroke and Parkinson patients to be able to train the damaged brain area and get real-time feedback for more efficient training.</p>",,,,,,,,,,,,,2010-02-19,2010-02-19,2018-01-25,https://liu.diva-portal.org/smash/get/diva2:297924/FULLTEXT01.pdf,,6,,deprecated,urn:nbn:se:liu:diva-54040;urn:nbn:se:liu:diva-76120,publishedPaper,"MICCAI 2009, 12th International Conference, London, UK, September 20-24, 2009",,,True,,,
256552,"Eliasson, Bengt (Institute of Theoretical Physics IV Ruhr-University Bochum, Germany);Shukla, Padma K (Institute of Theoretical Physics IV Institute of Theoretical Physics IV);Dieckmann, Mark E [mardi06] [0000-0003-4055-0552] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Visuell informationsteknologi och applikationer [2347]) (Linköpings universitet [276], Tekniska högskolan [1751])",Theory and simulations of nonlinear kinetic structures in plasmas,Artikel i tidskrift,Övrigt vetenskapligt,eng,Plasma Physics and Controlled Fusion,0741-3335,1361-6587,published,48.0,12 B,,B257,B265,2006.0,,,,,,,,,,,10.1088/0741-3335/48/12B/S25,,,,urn:nbn:se:liu:diva-35704,28196.0,,plasma physics,Teknik och teknologier (2),,,,<p>We present analytical and numerical studies of the dynamics of relativistic electron and ion holes in a collisionless plasma. Electromagnetic radiation can be trapped in relativistic electron phase-space holes mainly due to the relativistic mass increase of the electrons that are accelerated by the potential of the phase-space hole and by the quivering component of the electromagnetic field. Relativistic ion holes may exist in plasmas where the electrons are thermalized to extremely ultra-relativistic energies. They may be responsible for the acceleration of particles to GeV energies in active galactic nuclei and supernova remnant shocks. The analytic solutions are employed as initial conditions for numerical simulations in which the dynamics and stability of the phase-space holes are investigated. The results have relevance for intense laser-plasma experiments and for astrophysical plasmas.</p>,,,,,,,,,,,,,2009-10-10,2009-10-10,2017-12-13,,,3,,deprecated,,,,,,False,,,
256650,"Ellegård, Kajsa [kajel11] [0000-0003-4133-1204] (Linköpings universitet [276], Institutionen för tema [297], Tema teknik och social förändring [301]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Visuell informationsteknologi och applikationer [2347]) (Linköpings universitet [276], Tekniska högskolan [1751])",Capturing patterns of everyday life : presentation of the visualization method VISUAL-TimePAcTS,Konferensbidrag,Refereegranskat,eng,,,,,,,International Association for Time Use Research Annual Conference,,,2006.0,,,"Copenhagen, Denmark",Danish National Institute of Social Research,,,,,,,,,,,urn:nbn:se:liu:diva-35802,28606.0,,,Teknik och teknologier (2),,,CD proceedings hence no page numbers.,,,,,,,,,,,,,,2009-10-10,2009-10-10,2015-06-02,,,2,,deprecated,urn:nbn:se:liu:diva-58311,publishedPaper,"International Association for Time-Use Research Conference, Copenhagen, Denmark",,,False,,,
653016,"Ellegård, Kajsa [kajel11] [0000-0003-4133-1204] (Linköpings universitet [276], Institutionen för tema [297], Tema teknik och social förändring [301]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751])",En tidsgeografisk studie av strukturen i lärares vardag,Rapport,Övrigt vetenskapligt,swe,,,,,,,,,,2013.0,,98.0,Stockholm,Skolverket,Skolverkets aktuella analyser 2013,1652-2508,,978-91-7559-056-1,,,,,,,urn:nbn:se:liu:diva-98202,,,lärares vardag;tidsanvändning;tidsgeografi,Samhällsvetenskap (5),,,,"<p>Rapporten <em>En tidsgeografisk studie av lärares vardag </em>bygger på det dagboksmaterial som Skolverket samlade in under våren 2012 från drygt 3 600 lärare. Den besvarar frågor som:</p><ul><li>När under dagen utförs arbetsrelaterade aktiviteter och var utförs de?</li><li>Har aktiviteterna lång eller kort varaktighet?</li><li>Vilka skillnader och likheter finns mellan lärare i olika årskurser? V</li><li>ilka arbetsrelaterade aktiviteter utförs efter lektionstid och var genomförs de?</li><li>Finns det sekvenser av aktiviteter som återkommer hos många lärare i yrkesvardagen?</li></ul><p>I rapporten visualiseras grundskollärares tidsanvändning så att deras aktiviteter under dygnet beskrivs i den tidsordning som de genomförs.</p><p>Resultatet visar att lärares arbetsvecka i mångt och mycket ser likartad ut. Det tar sig uttryck i att lärare arbetar ungefär lika långa dagar, vistas ungefär lika lång tid i skolan, genomför till viss del samma aktivitetssekvenser. De flesta arbetsrelaterade aktiviteterna genomförs i skolan, men många lärare utför också arbetsrelaterade aktiviteter på kvällstid i hemmet. Påtagliga skillnader framgår mellan veckans fyra första dagar och fredagar och mellan lärare i olika årskurser i flera olika avseenden.</p><p>Lärares yrkesvardag analyseras med hjälp av de tidsgeografiska begreppen <em>projekt</em> och <em>restriktioner</em>. Lärares förvärvsarbete är ett <em>individprojekt</em> och detta ska passa in både i skolans <em>organisationsprojekt</em> (med målet att skapa förutsättningar för elevernas lärande) och i det egna hushållets organisationsprojekt (med målet att skapa ett bra liv för hushållsmedlemmarna).</p><p>Skolans organisationsprojekt innebär <em>auktoritetsrestriktioner</em> för lärare genom att de måste följa avtal, arbeta enligt bestämda undervisningsscheman och delta i föreskrivna möten. För lärarnas del innebär bland annat schemaläggningen av undervisningen att <em>kopplingsrestriktioner</em> uppstår. Lärare som vill eller behöver arbeta tillsammans måste ha tidsmässiga möjligheter och någon ledig lokal för att genomföra sina gemensamma aktiviteter och då kan inte någon av dem vara schemalagd för lektioner. Kopplingsrestriktioner uppträder t ex när tätt packade scheman och högt tryck på skolans lokaler och försvårar för samarbete mellan lärare.</p><p>När arbetsrelaterade aktiviteter utförs hemma på kvällstid vävs skolans organisationsprojekt in i lärarhushållets privata projekt. Det innebär att lärares individprojekt förvärvsarbete blir en kopplingsrestriktion som hindrar henne/honom från att samtidigt delta i hushållets privata projekt. Kanske skulle t ex utökad tillgång till arbetsutrymmen i skolan där aktiviteter kan utföras ostört och koncentrerat, möjliggöra för lärare att genomföra mer av sina arbetsrelaterade aktiviteter på dagtid och i skolan?</p><p>Visualiseringen av den kontextuella tidsanvändningen och analysen av de kopplingsrestriktioner som uppstår i lärarnas yrkesvardag indikerar att andra former av organisering av en del arbetsrelaterade aktiviteterna skulle kunna frigöra tid för lärarnas kärnaktiviteter.</p>",,,,,,,,,,,,,2013-10-02,2013-10-02,2015-06-02,https://liu.diva-portal.org/smash/get/diva2:653016/FULLTEXT01.pdf,,2,,deprecated,,,,,,True,,,
817425,"Ellegård, Kajsa [kajel11] [0000-0003-4133-1204] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Institutionen för tema [297], Tema teknik och social förändring [301]);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Tekniska fakulteten [872902]) (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]);Widén, Joakim (Department of engineering science, Uppsala University)",VISUAL-TimePAcTS / energy use : a software application for visualizing energy use from activities performed,"Kapitel i bok, del av antologi",Övrigt vetenskapligt,eng,,,,,,,Socio-technical perspectives on sustainable energy systems,127,145,2015.0,,,Linköping,Linköping University,Linköping studies in technology and social change ; 2,,,978-91-7519-104-1,http://libris.kb.se/bib/18016713;https://libris.kb.se/bib/18020569,,,,,,urn:nbn:se:liu:diva-118914,,,Energiförbrukning;Programvara,Energisystem (20702),,,,,,,,,,,,,,,,,2015-06-05,2015-06-05,2021-01-28,,,3,,deprecated,,,,,,True,,,
373750,"Ellegård, Kajsa [kajel11] [0000-0003-4133-1204] (Linköpings universitet [276], Institutionen för tema [297], Tema teknik och social förändring [301]) (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Tema, Teknik och social förändring);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751]);Widén, Joakim (Teknikvetenskaper, fastat illståndets fysik, Uppsala universitet,)",VISUAL-TimePAcTS/energy use : a soft ware application for visualizing energy use from activities performed,Konferensbidrag,Refereegranskat,eng,,,,,,,Conference proceedings 3rd International Scientific Conference on “Energy systems with IT”,1,16,2010.0,,,,,,,,978-91-977493-6-7,http://works.bepress.com/cgi/viewcontent.cgi?article=1005&context=dr_erik_dahlquist,,,,,,urn:nbn:se:liu:diva-62635,,,,Samhällsvetenskap (5),,,,"<p>We will present the software application VISUAL-TimePAcTS/energy use. The application shows, in a flexible way, the energy use of individuals, households, groups and whole populations which is calculated through individuals’ performed activities. Input data is diary logs for the 24 hours of the day. There are several visualizations opportunities. First, all activities performed by each individual in the population can be shown. Second, activity patterns (i.e. combinations and repetitions of activities) can be identified and represented. Third, the activities that request energy for their performance can be visualized. Fourth, “load curves” that show the power demand can be constructed, within the application, from a set of rules relating energy consumed by different appliances to performed activities requiring these appliances. We will also present principles used for doing the activity categorization (a categorization scheme), and how we hope to develop the software further. The application opens new opportunities to make use of national time use surveys.</p>",,,,,,,,,,,,,2010-12-01,2010-12-01,2015-06-02,https://liu.diva-portal.org/smash/get/diva2:373750/FULLTEXT01.pdf,,3,,deprecated,,publishedPaper,"3rd International Scientific Conference on “Energy systems with IT”, Alvsjö fair in association with Energitinget March 16-17",,,True,,,
455431,"Ellegård, Kajsa [kajel11] [0000-0003-4133-1204] (Linköpings universitet [276], Institutionen för tema [297], Tema teknik och social förändring [301]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Widén, Joakim (Uppsala universitet; Institutionen för teknikvetenskaper; Fasta tillståndets fysik) (Built Environment Energy Systems Group);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751])",Appliances Facilitating Everyday Life - Electricity Use Derived from Daily Activities,Konferensbidrag,Refereegranskat,eng,,,,,,,"Proceeding from the World Renewable Energy Congress - Sweden, 8-13 May, 2011",1031,1038,2011.0,,,,Linköping University Electronic Press,Linköping Electronic Conference Proceedings ; vol 3 issue 57,1650-3686,1650-3686,978-91-7393-070-3,,,10.3384/ecp110571031,,,,urn:nbn:se:liu:diva-71928,,,electricity use; everyday activity sequence; visualization; activity pattern; load curve,Samhällsvetenskap (5);Teknik och teknologier (2),,,,"<p>The purpose of this paper is to present how, using a visualization method, electricity use can be derived from the everyday activity patterns of household members. Target groups are, on the one hand, professionals in the energy sector and energy advisors who need more knowledge about household energy use, and, on the other hand, household members wanting to reduce the energy use by revealing their own habits and thereby finding out how changed activity performance may influence electricity use. The focus is on the relation between utilizing electric appliances to perform everyday life activities and the use of electricity. The visualization method is based on the time-geographic approach developed by Hägerstrand and includes a model that estimates appliance electricity use from household members’ activities. Focus, in this paper, is put on some basic activities performed to satisfy daily life needs: cooking and use of information, communication and entertainment devices. These activities appear frequently in the everyday life of households, even though not all household members perform them all. The method is applied on a data material comprising time-diaries written by 463 individuals (aged 10 to 85+) in 179 households in different parts of Sweden. The visualization method reveals when and for how long activities that claim electric appliances are performed by which individual(s). It also shows electricity load curves generated from the use of appliances at different levels, such as individual, household and group or population levels. At household level the method can reveal which household members are the main users of electricity, i.e. the division of labour between household members. Thereby it also informs about whom could be approached by energy companies and energy advisors in information campaigns. The main result of the study is that systematic differences in activity patterns in subgroups of a population can be identified (e.g. men and women) but that directed information based on these patterns has to be made with care and with the risk of making too broad generalizations.</p>",,,,,,,,,,,,,2011-11-10,2011-11-10,2018-01-24,https://liu.diva-portal.org/smash/get/diva2:455431/FULLTEXT01.pdf,,3,,deprecated,,publishedPaper,WREC 2011,,,True,,,
1781408,"Elmquist, Elias [eliel49] [0000-0001-5874-6356] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Bock, Alexander [alebo68] [0000-0002-2849-6146] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Lundberg, Jonas [jonlu41] [0000-0001-8862-7331] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Ynnerman, Anders [andyn27] [0000-0002-9466-9826] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]);Rönnberg, Niklas [nikro27] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",SonAir: the design of a sonification of radar data for air traffic control,Artikel i tidskrift,Refereegranskat,eng,Journal on Multimodal User Interfaces,1783-7677,1783-8738,published,17.0,3,,137,149,2023.0,,,,SPRINGER,,,,,,,10.1007/s12193-023-00404-x,1021523300001.0,,,urn:nbn:se:liu:diva-196256,,,Sonification; Air traffic control; Situational awareness; User evaluation,Mediateknik (21102),,,<p>Funding: Swedish Transport Authority [TRV-2019/53555]; Knut and Alice Wallenberg Foundation [KAW 2019.0024]</p>,"<p>Along with the increase of digitalization and automation, a new kind of working environment is emerging in the field of air traffic control. Instead of situating the control tower at the airport, it is now possible to remotely control the airport at any given location, i.e. in a remote tower center (RTC). However, by controlling the airport remotely, the situational awareness and sense of presence might be compromised. By using directional sound, a higher situational awareness could potentially be achieved while also offloading the visual perception which is heavily used in air traffic control. Suitable use cases for sonification in air traffic control were found through workshops with air traffic controllers. A sonification design named SonAir was developed based on the outcome of the workshops, and was integrated with an RTC simulator for evaluating to what degree SonAir could support air traffic controllers in their work. The results suggest that certain aspects of SonAir could be useful for air traffic controllers. A continuous sonification where the spatial positioning of aircraft were conveyed was experienced to be partially useful, but the intrusiveness of SonAir should be further considered to fit the air traffic controllers’ needs. An earcon that conveyed when an aircraft enters the airspace and from which direction was considered useful to support situational awareness.</p>",,,,,,,,,,,,,2023-07-08,2023-07-08,2023-12-07,https://liu.diva-portal.org/smash/get/diva2:1781408/FULLTEXT01.pdf,,5,,deprecated,,,,,,False,,,
1651357,"Elmquist, Elias [eliel49] [0000-0001-5874-6356] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Information Visualization group);Ejdbo, Malin [malej60] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Scientific Visualization group);Bock, Alexander [alebo68] [0000-0002-2849-6146] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Scientific Visualization group);Rönnberg, Niklas [nikro27] [0000-0002-1334-0624] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Information Visualization group)",OpenSpace Sonification: Complementing Visualization of the Solar System with Sound,Konferensbidrag,Refereegranskat,eng,,,,,,,Proceedings of the 26th International Conference on Auditory Display (ICAD 2021),135,142,2021.0,,,,The International Community for Auditory Display,,,,0967090474;9780967090474,,,10.21785/icad2021.018,,,,urn:nbn:se:liu:diva-183828,,,Sonification;OpenSpace;Sonifiering,Mediateknik (21102),,,,"<p>Data visualization software is commonly used to explore outer space in a planetarium environment, where the visuals of the software is typically accompanied with a narrator and supplementary background music. By letting sound take a bigger role in these kinds of presentations, a more informative and immersive experience can be achieved. The aim of the present study was to explore how sonification can be used as a complement to the visualization software OpenSpace to convey information about the Solar System, as well as increasing the perceived immersiveness for the audience in a planetarium environment. This was investigated by implementing a sonification that conveyed planetary properties, such as the size and orbital period of a planet, by mapping this data to sonification parameters. With a user-centered approach, the sonification was designed iteratively and evaluated in both an online and planetarium environment. The results of the evaluations show that the participants found the sonification informative and interesting, which suggest that sonification can be beneficially used as a complement to visualization in a planetarium environment.</p>",,,,,,,,,,,,,2022-04-11,2022-04-11,2024-01-09,https://liu.diva-portal.org/smash/get/diva2:1651357/FULLTEXT02.pdf,,4,,deprecated,,publishedPaper,"International Conference on Auditory Display, an Online Conference, June 25–28, 2021",,,True,True,,
1749661,"Elmquist, Elias [eliel49] [0000-0001-5874-6356] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Enge, Kajetan (St. Pölten University of Applied Sciences, Austria; University of Music and Performing Arts Graz, Austria)",Towards the Combination of Visualization and Sonification for Cylindrical Displays,Artikel i tidskrift,Refereegranskat,eng,AVI 2022 Workshop on Audio-Visual Analytics,,,published,,,,,,2022.0,,,,Zenodo,,,,,,,10.5281/zenodo.6553825,,,,urn:nbn:se:liu:diva-192995,,,Information visualization;Sonification;Audio-Visual Analytics;Interaction;Cylindrical displays,Medieteknik (10209),,,,"<p>Immersive environments provide a physical space for audio-visual data analysis. An example of such an environment isthe Norrköping Decision Arena, which provides a cylindrical display together with a circular sound system. This papersets recommendations on what kinds of visualization would benefit from being displayed in this kind of environment andhow sonification could be used as a complement to enable exploratory data analysis. Three visualizations are presented aspotentially interesting for the presentation on a cylindrical display: theme rivers, radial visualizations, and parallel coordinates.</p>",,,,,,,,,,,,,2023-04-11,2023-04-11,2023-04-19,,,2,,deprecated,,,"Advanced Visual Interfaces, Frascati, Rome, Italy, 7 June 2022",,,True,,,
1199565,"Emadi, Mohammad (Qualcomm Technol Inc, CA 95110 USA);Miandji, Ehsan [miaeh27] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Unger, Jonas [jonun48] [0000-0002-7765-1747] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",A Performance Guarantee for Orthogonal Matching Pursuit Using Mutual Coherence,Artikel i tidskrift,Refereegranskat,eng,"Circuits, systems, and signal processing",0278-081X,1531-5878,published,37.0,4,,1562,1574,2018.0,,,,Springer,,,,,,,10.1007/s00034-017-0602-x,427149100010.0,,,urn:nbn:se:liu:diva-147092,,,Compressed sensing; Sparse representation; Orthogonal matching pursuit; Sparse recovery,Sannolikhetsteori och statistik (10106),,,,"<p>In this paper, we present a new performance guarantee for the orthogonal matching pursuit (OMP) algorithm. We use mutual coherence as a metric for determining the suitability of an arbitrary overcomplete dictionary for exact recovery. Specifically, a lower bound for the probability of correctly identifying the support of a sparse signal with additive white Gaussian noise and an upper bound for the mean square error is derived. Compared to the previous work, the new bound takes into account the signal parameters such as dynamic range, noise variance, and sparsity. Numerical simulations show significant improvements over previous work and a much closer correlation to empirical results of OMP.</p>",,,,,,,,,,,,,2018-04-20,2018-04-20,2018-06-12,https://liu.diva-portal.org/smash/get/diva2:1199565/FULLTEXT02.pdf,,3,,deprecated,,,,,,False,,,
1236456,"Emadi, Mohammad (Qualcomm Technol Inc, CA USA);Miandji, Ehsan [miaeh27] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Unger, Jonas [jonun48] [0000-0002-7765-1747] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",OMP-based DOA estimation performance analysis,Artikel i tidskrift,Refereegranskat,eng,Digital signal processing (Print),1051-2004,1095-4333,published,79.0,,,57,65,2018.0,,,,ACADEMIC PRESS INC ELSEVIER SCIENCE,,,,,http://vcl.itn.liu.se/publications/2018/MEU18/,,10.1016/j.dsp.2018.04.006,437386200006.0,,,urn:nbn:se:liu:diva-149841,,,Direction of arrival; Orthogonal Matching Pursuit (OMP); Mutual coherence; Array configuration,Signalbehandling (20205),,,,"<p>In this paper, we present a new performance guarantee for Orthogonal Matching Pursuit (OMP) in the context of the Direction Of Arrival (DOA) estimation problem. For the first time, the effect of parameters such as sensor array configuration, as well as signal to noise ratio and dynamic range of the sources is thoroughly analyzed. In particular, we formulate a lower bound for the probability of detection and an upper bound for the estimation error. The proposed performance guarantee is further developed to include the estimation error as a user-defined parameter for the probability of detection. Numerical results show acceptable correlation between theoretical and empirical simulations. (C) 2018 Elsevier Inc. All rights reserved.</p>",,,,,,,,,,,,,2018-08-02,2018-08-02,2018-11-23,https://liu.diva-portal.org/smash/get/diva2:1236456/FULLTEXT01.pdf,,3,,deprecated,urn:nbn:se:liu:diva-152863,,,,,False,True,,
